comment,labels
quick service and a lot of variety on the menu !,1
i recently posted a photo of my chicken ranch club .,0
a chain restaurant i thought ; how bad could it be ... ?,0
"right at _num_ , glasses were given out to a few tables around us .",0
they went above and beyond !,1
in a considerably nasty tone .,0
"everything i had was superb especially the lentil soup , so amazing !",1
"as i 'm a fan of soups , they really provide great options ... .",1
definitely go here if you need any alterations !,1
they are fast and consistent in quality and the pizza is always great .,1
"well this is not only a good salon , it 's great !",1
"very casual , easy in and out .",1
overall it was just ok food served by an incompetent waiter .,0
have n't had this bad of an experience in a while .,0
still good but i prefer raw onions on my burgers .,1
everything is fresh and/or organic .,1
"the car was nice , the service was terrible .",0
"all was good , will go back .",1
they were stale and not very good .,0
they fixed my panthers jersey and made it look brand new .,1
i do n't need to receive attitude from a receptionist .,0
no honey offered with them though .,0
they always seem to be adding new options to their selection .,1
"this is a fun place , not just functional .",1
when i picked up the sandwich grease poured from it .,0
this is my favorite pizza of downtown .,1
serving is bad and avoid this restaurant .,0
an excellent location for good locale italian food that has fantastic service and parking .,1
the daily specials are unique and never disappoint .,1
"they have the best burnt almond torte , so good !",1
so in short the prices have gone up and the quality has gone down .,0
we had good service & feel the prices were fair .,1
"great staff , great food .",1
there was no one filling up water .,0
i was very delightfully surprised .,1
"horrible , horrible , horrible .",0
the only redeeming quality is the decor .,0
"so , i am fed up with bad service from this state farm office .",0
"no big deal , right ?",0
i do not recommend this place .,0
"it 's rock bottom , you know what you 're gon na get .",1
it looked like one of those service elevators that the public never sees .,0
d 's the best in the business these days .,1
do you like places with a good beer / drink menu ?,1
"my animals have always been diagnosed correctly , and come home clean and healthy .",1
one of the best brunch buffets in charlotte .,1
it was n't even crowded .,0
bravo what a great place with perfectly polite service !,1
every employee that works at this pizza hut needs to be fired .,0
our space was clean and everyone in the building was friendly and respectful .,1
"now , i am stuck due to the heavy fees it would cost .",0
the service is superb - and fast .,1
[ hey it is a great opening . ],1
overpriced merchandise that does not last .,0
great beer selection and nice happy hour deals .,1
"the business center is great in a pinch , too !",1
mmm not too happy with my recent experience at harris grill .,0
"we 'd recommend them over the national big box stores , hands down .",1
the food was just sitting on the counter .,0
this was a pleasant airport to fly into and out of .,1
i have been riding the bus for as long as i can remember .,0
"wonderful place , though , and i will definitely return to try more varieties .",1
it 's inexpensive and tasty .,1
they took their time and gave me the longest and best massages .,1
my salad was serviced in a tea cup plate .,0
i go here to get away and enjoy a nice drink and great company .,1
it 's missing most of the things that make longer stays tolerable .,0
i love the many options of comfort food they have .,1
"our server , ed , was very attentive .",1
really enjoyed this hidden gem !,1
"friendly , fast and very knowledgeable .",1
do dress nice though !,1
we 'll definitely be back !,1
crowd is from all walks of life young and old .,1
this silky 's pub place is a complete joke .,0
this is a bad neighborhood .,0
how hard is it to screw up breakfast ?,0
likely the hamburger gave me food poisoning friday night .,0
really great staff and fun atmosphere .,1
this is my favorite museum in charlotte .,1
they 've made me love baseball and pittsburgh again .,1
"it included a dish washer and a microwave , small fridge .",0
half the sandwich falls out while your eating .,0
without a doubt it is a great stop for both coffee and tea lovers .,1
the staff was nice and friendly and the dining room was kept pretty clean .,1
we both received terrible service .,0
we still stayed because i insisted on applebee 's .,0
"fresh chewy dough , a real tasty sauce and top notch mozzarella .",1
"mmmm , super yummy .",1
"neither the server , nor the host , was attentive and helpful .",0
this is a terrible company .,0
that is a lot for a less than adequate sandwhich .,0
i loved that the people who waited on us were from italy too .,1
"the side soup is luke warm , soup should always be hot .",0
"best cheeseburger , blt and black bean burger .",1
i was able to get an appointment the day of with a junior stylist .,1
i get the location is close but it is not worth the grief .,0
very impressed with the service and the staff .,1
great atmosphere and all of the catering staff were courteous and helpful .,1
i waited about _num_ mins and still no menu .,0
you can feel free to order pizza .,1
"very very very dirty , maybe a local party motel for the university nearby .",0
"i have never had anything like this , and there have been bad ones .",0
definitely a five star experience !,1
did n't eat here ... this review not about the food .,0
great balance of cheeses .,1
this is a very odd restaurant .,0
"hmmm , he charged me only $ _num_ .",0
the bread got soggy and the darn thing fell apart .,0
"the pizza was n't horrible , but the deal was awful .",0
"fresh pita , feta , etc .",1
they consistently make good food .,1
i had the rustic linguine and it was so light and refreshing .,1
she was sick six ways to sunday .,0
the hot sauce is actually quite spicy but delicious !,1
was also told i get free $ _num_ gift certificate at restaurant.com .,0
possibly the worst overpriced pizza there is .,0
excellent breakfast and lunch food .,1
the managers do n't care .,0
the food was delicious and plentiful .,1
one of the best pizza places in pittsburgh hands down .,1
the biggest disappointment was the veal chop .,0
"buffet , while small is totally worth it .",1
but it 's a perfect location .,1
we really like the large portion sizes and the relaxed and quiet atmosphere .,1
"they also serve afternoon tea , which i 'm sure is fabulous !",1
"however , the actual hotel room was very disappointing .",0
it 's just the right tangy and just the right sweet .,1
"everything was quick , and the pizza was good .",1
thank you for making our anniversary so memorable .,1
long time customer and disappointed to say will not buy from them again .,0
i needed usually needed to wait and attempt to attract her attention .,0
"for a fri night , the service was slow .",0
the food is forgettable and the menu sparse .,0
been here twice and each time slow slow service .,0
"the place is quiet , to be sure .",1
this was just the absolute best choice .,1
the chili cheese dog is fantastic and so are the fries !,1
i love you park house .,1
"i ordered the margarita , sauce , cheese and basil .",0
this place was a bit of a disappointment for me .,0
the staff members are always attentive and courteous .,1
nancy was very unprofessional and rude .,0
"nice staff , and good beer selection .",1
i love the variety of home decor you can find here .,1
the atmosphere and food are great !,1
she said she did n't care and her manager did n't care .,0
"check it out , if you know what is good for you .",1
there are good food options and a few good shops .,1
brick oven pizza is very good and so are the salads .,1
there may be a little wait but it 's worth it .,1
diverse and casual crowd .,1
was back again this year and still love these guys ( and girls ) .,1
warning check your credit cards and bill !,0
the box office person did not even realize that a time was cancelled .,0
the salsa was ok ... not amazing but not bad .,0
regardless of the occasion the food and the service are impeccable .,1
i 'm glad this place is for emergency service only ( for us ) .,0
our server was very attentive and helpful .,1
i am a big fan of olive garden but not this one .,0
the drive through wait was longer than i had expected but not the worst .,0
"new fixtures , new dcor and signage , even a new sit-down caf .",1
i again had offended by my request .,0
the food was awful .,0
great as usual this a most for southern food .,1
the snack was another problem .,0
the customer service at this location is terrible .,0
the place was empty .,0
i put some hot sauce on it strictly to add flavor .,0
you will love this place .,1
most fun and relaxing surgery i have ever experienced !,1
"either way , that was a bit annoying , so strike two .",0
i did n't hear from them at all which is so annoying .,0
"been here several times and well , shame on me .",0
i always enjoy coming here for lunch .,1
i was pretty disappointed .,0
"consistently good food , especially the dry rub ribs .",1
one of the best places for breakfast ever .,1
the carpets and sheets were dirty and heavily stained .,0
very quaint little restaurant .,1
great to have this level of skill in charlotte .,1
"he was extremely patient , and understanding .",1
i went because i got a flat .,0
the friendly service is probably not enough to get us back for another visit .,0
the gentlemen that made the deliveries were so helpful and thoughtful !,1
what is up with crappy customer service in this town ?,0
"the menu lists them as including jalapeno , but there was no heat whatsoever .",0
i ordered two chicken finger kids meals and two adult meals .,0
monday has really good specials for draft beers .,1
overall lovely experience for a quick and reasonably priced meal .,1
see you all soon !,1
take out or dine in - always good .,1
i will definitely be back and would recommend them to anyone .,1
on business so was a good choice .,1
it is sooooo good !,1
the only way its worth the money is going all day .,0
the mall that is nearby is not really a mall .,0
great customer service and an awesome selection !,1
they make high quality breads at reasonable prices .,1
i honestly can not see giving this establishment a rating higher than a _num_ .,0
after _num_ minutes we gave up .,0
"i highly recommend this neighborhood store , you will not be disappointed !",1
"the manager , tom , is wonderfully attentive and friendly .",1
it was fairly cost effective for the area as well .,1
all patrons walk through the kitchen to use the bathroom which was really gross .,0
"also , they take credit card !",1
chic and they have a wine bar !,1
"however , the salmon was not good .",0
this is the `` service '' industry and you missed the mark tonight .,0
she was happy to work with us and help us out .,1
they are officially on the back end of my list of best delis .,0
she took my bottle of wine and did not mention the price or anything .,0
"we had both the cashew chicken and seafood delight , and both were awesome .",1
no one or nothing was in the manicure area .,0
no business from me .,0
"clearly , i was never meant to know the price of this ring .",0
"after what seemed like forever , my husband got up to find a server .",0
choice of beers was exceptional !,1
"cozy , well organized , eclectic selection with a great selection of signed copies .",1
i only ate about three bites .,0
"the salad dressing was okay , but missing something .",0
"who knows , maybe i was going to order a pizza anyway !",0
"no reason to go to this place , spend your money elsewhere .",0
"the community is safe , quiet and the staff here are extremely helpful .",1
staff is helpful and extremely knowledgable .,1
this food is just crap .,0
we came here for my birthday dinner and it exceeded my expectations .,1
i stayed three nights at the westin with a group for a conference .,0
they lost my clothes and charged me for stuff i never sent .,0
it was just so gross id rather have just ordered pizza .,0
"the nose was off , and so was the taste .",0
"save yourself a lot of time , money and pain .",0
"these guys are on time and professional , and that 's what matters most .",1
"fine ... no big deal , i got to use my coupon .",0
i will be back !,1
not sure we will be back .,0
"_num_ out of _num_ times , i am overcharged .",0
each dish brought me to chinese heaven and back again .,1
not going back again .,0
if i closed my eyes i would n't be able to tell them apart .,0
i will be going back for all my car care needs !,1
"either case , i 'm not thrilled .",0
i wish la had service like this !,1
love our local pizza joint !,1
the only reason i went here was for a book club meeting .,0
really great service and food to boot .,1
excellent service and food at an affordable price .,1
the ribs were very dry and the sides were very small .,0
great for take out as they are very fast .,1
we got just what we wanted : quick service and some good eats .,1
greatest customer service ever !,1
waited _num_ minutes for rice and gravy and got a refund .,0
i come here for the veggies dogs .,1
this is where i learned what good espresso tastes like .,1
the pot roast by comparison had no flavor whatsoever .,0
alexander and michaels is one of those places .,1
the dining atmosphere was welcoming and clean .,1
cajun and buffalo are amazing !,1
went for a girls night for restaurant week .,0
love love love his sushi !,1
so let me go over this : i have a coupon .,0
we ate about a quarter of the food & could n't even finish it .,0
wonderful food in a relaxed environment .,1
"also , think about buying the warranty on used cars .",0
i want to punch that guy so bad .,0
"overall , it is a very good experience , and i would recommend .",1
after all it is taco bell .,0
asked some friends and myers park tailors was recommended over and over .,1
that 's why i gave it two stars instead of one .,0
cons : decor was sort of confusing and borderline gross .,0
do not stay here .,0
got ta hit that gym tomorrow .,1
every time i wander in here the staff is super friendly and helpful .,1
pretty good and decently priced for a thai place .,1
"her response , i 'm waiting on biscuits .",0
the hot chocolate is amazing !,1
the cast did a great job engaging the audience .,1
if you have never had square pizza i recommend you get some right now .,1
i will not be coming back .,0
we were very disappointed .,0
but all the workers are very nice & personable .,1
beautiful high end bikes and equipment .,1
"honestly , i love america for businesses like this .",1
i could n't stand to eat more than half .,0
but then when _num_ minutes rolled around there was still no cab in sight .,0
great deals at the end of month .,1
"first off , the beer menu .",0
only _num_ stars for location .,0
the staff is super friendly .,1
"if i asked the price , she did n't know and did n't look .",0
run away from this property as quickly as possible !,0
i ordered chicken wings as an appetizer ... ummm that was definitely a given !,0
"great bartenders , always has a crowd at night .",1
"at least with this experience , did not have the best server .",0
i left and very disappointed .,0
it was so spicy i could n't really taste anything .,0
great for live bands when you can catch them !,1
"second , i never got a refill on my soda .",0
i love the rocking chairs .,1
"not just a lot , but dripping and soggy .",0
i recommend coming here for sure .,1
i just had the best lamb burger in pittsburgh .,1
cakes were n't good .,0
"awesome place to eat , hangout and catch up with friends .",1
just really lots of junk .,0
"chicken was dry , green beans under seasoned and bland .",0
what we came away with from this experience is to leave .,0
"always had a clean room , and good staff .",1
the lamb is definitely good .,1
a worthy playing yard for a worthy football team .,1
this place was mediocre at best .,0
a very good experience .,1
likes : great service .,1
i have had almost everything on the menu and everything is amazing .,1
i ordered bruschetta and salad and my companions had soup and salad .,0
there was even a bug smashed and stuck on the wall .,0
food was greasy as hell .,0
"in short , avoid this place !",0
this place has some pretty darn good pho .,1
overall it an ok place to go to get a few drinks .,0
"helpful , well informed and willing service .",1
meanwhile my sandwich is just sitting there on the counter .,0
"a true laid-back , delicious pleasure !",1
it came smothered in some sort of spread .,0
"they have a nice variety of italian style meals , as well as wine .",1
worst customer service ever !,0
this is one of charlotte 's best consignment houses .,1
it 's really gone downhill lately .,0
the food is horrible .,0
the tomato was hard as rock .,0
but seriously _num_ min for a slice of quiche and a breakfast sandwich ?,0
perfect lunch spot on sunday .,1
it was easily removed .,1
their antipasto special was heavenly and the pasta i had was delicious too .,1
do n't waste your time at the fish market .,0
she did an excellent job in a really short amount of time !,1
"walking into the hotel , it smelled stale .",0
"not to mention , this is a great date spot .",1
the us air passenger service agents are complete jerks .,0
"although there were some highlights , there were plenty of negatives to counter them .",0
the staff is slow and the orders are rarely correct .,0
this is one of my favorite locations .,1
i am so disappointed in this safeway and will not return .,0
all-in-all loved the spot and walking through the area .,1
the service is good .,1
the fried oysters are the best ever and so is the diane !,1
i ca n't imagine why anyone would order from here .,0
this small boutique hotel is a gem and a tremendous value .,1
apparently ac only works if light is on and you move around .,0
avoid this place at all costs !,0
"the quality , design , and service of this business is absolutely unparalleled !",1
please avoid this company at all costs .,0
the food was good and plentiful .,1
i was very disappointed with food here .,0
the fees are reasonable and customers generally like using it .,0
"sleep in your car , you 'll have a better experience .",0
"of course , the order came out quickly , and wrong .",0
my wife and i went to pf changs tonight for dinner .,0
it 's really nice and brings some amazing productions to the city .,1
i had n't been to a macaroni grill in a number of years .,0
"the servers are good , too , if you get a table .",1
"the soups are good , homemade , stick to your ribs .",1
"but tonight , it was just friends and a lot of fun !",1
the store itself is not the worst but it seems a little dirty .,0
but hour plus for a chicken sandwich is unacceptable .,0
pub food at its best .,1
the produce is always fresh and the prices can be somewhat high .,1
service is absolutely outstanding .,1
i recommend for anyone for a special night .,1
"when we got to the table , we were hoping for a better experience .",0
this was a nice hotel .,1
great place for lunch .,1
great restaurant for hibachi .,1
they got two orders wrong in our party of _num_ though .,0
overall this is a very solid restaurant .,1
not a lot of great variety .,0
but not in a good way .,0
service was absolutely dismal for no good reason .,0
worst japanese food in town !,0
mashed potatoes are not made from real potatoes .,0
"she is the sweetest , nicest lady you 'll meet .",1
this was not the case .,0
she just kept trying to cover her ass instead of listening to my concerns .,0
"go somewhere else for lunch , there are many better options in the area .",0
the best pumpkin pancakes i have ever had !,1
i would recommend you look elsewhere for better service .,0
"soup not hot , waitress and cook fighting loudly .",0
they always serve a lot of food and it tastes amazing !,1
they did a wonderful job and the presentation was great !,1
i just feel that the are n't very attentive .,0
the white icing is perfectly fluffy and not too sweet .,1
the right of us all loved our meals .,1
my latest trip sealed the deal .,0
overall a little disappointing .,0
the food and service was great .,1
they also cut back bus services and lay off all these bus drivers .,0
"but of course , our food came and mine was cold .",0
the service staff is friendly and professional .,1
the bar is nice in the summer when they open the garage doors .,1
love the food and service .,1
maybe i went on a bad day but the food was pretty darn terrible .,0
"all you can eat , too .",1
this theater is beyond amazing .,1
i highly recommend them !,1
their desserts are worth saving room for .,1
( the combo i usually get is _num_ cents less here . ),0
especially considering the french dip was so boring .,0
i 'm always a fan of that .,1
i 'll definitely be back .,1
i would return only if i could guarantee an appointment with the adult employees .,0
"each one was absolutely delicious , and the service was wonderful .",1
"the food options are spread out , expensive , and impersonal .",0
"took forever to get seated , took even longer to get waited on .",0
"she is very easy to work with , knowledgeable , and creative .",1
the quality of the food was excellent and the food service was very attentive .,1
both are great to snack on while drinking with friends .,1
i hate bank of america more than anything else in the world .,0
"until then , there is no point in shopping here .",0
but not like it is now .,0
they use good ingredients and present dishes well .,1
every stylist makes you feel at home .,1
"if i could give them zero stars , i would .",0
you have to take all of your belongings with you into the park area .,1
i would n't come here for anything .,0
every dish was presented beautifully and tasted as good as it looked .,1
my favorite restaurant in pittsburgh .,1
love the atmosphere here !,1
the front desk clerk said that it should not be much longer .,0
i got a spicy chicken medium combo with small chili and sweet tea .,1
the pride they feel combined with great attitudes makes this a memorable occasion .,1
definitely my favorite place in pittsburgh .,1
will not be back .,0
but they sure sold it to me .,0
the location is very clean and reasonably priced .,1
"however while waiting two hours , we repeatedly asked our server about our dinner .",0
it was half a loaf of mini bread with no knife .,0
bathrooms are clean and restaurants are pretty good .,1
did they think they could get away with it and we would n't notice ?,0
"in the end , they were shitty wines , and it a shitty experience .",0
this is very strange for me .,0
recommend everything and do n't forget to feed the tip jar !,1
"i asked for my salad with no olives , it had olives .",0
i think i may have been wrong .,0
"first of all , it is super convenient .",1
im guessing the dough was sitting out and getting old .,0
best shop by far in the south hills .,1
it 's now _num_ and i 'm still waiting .,0
park at the 7th street station and they will validate you !,1
off to star nails we went .,0
i told her i need a friday after _num_ any week .,0
i do n't eat seafood often so i would n't know .,0
"or cocktails , and somehow i still really liked it in there !",1
everyone was extremely pleased with their meal .,1
not only was the food wonderful but the staff are friendly .,1
my friend & both enjoyed our food - we had pancakes & egg .,1
great pizza fresh ingredients !,1
i love the cheesesteak hoagie with bacon .,1
"y'all , this place is stunning , if not slightly over the top .",1
the food and drinks have been great every time we 've stopped by .,1
i did n't even have the chance to describe all of my symptoms !,0
not measured correctly - very angry !,0
the worst part is that this is the corporate store for the area .,0
this place is really good .,1
i highly recommend them .,1
i arrived and was disappointed to not see the arrangement i ordered .,0
"amazing deal , great service , and a killer baklava !",1
i want so badly to like this place !,0
when he explained his diagnosis he raised his voice at me for no reason .,0
for the very first time the food was awful .,0
avoid this place at all costs .,0
ten toes is a great personal shoe store surrounded by big businesses in shadyside .,1
this is the best taco bell i have ever been to .,1
"located on liberty street downtown , the theater is easily accessible via public transportation .",1
she should probably get fired .,0
i 'm the customer standing here ready to make a purchase .,0
i would beg the owners to put any effort into this place .,0
"i would n't order food here , again .",0
the service is spectacular .,1
all the staff work very hard to bring you a good home style meal .,1
the furnishings here are beautiful and comfortable especially for a bowling alley .,1
lidia 's is a pittsburgh gem !,1
"great food , service and prices .",1
the stations you must go through are quick and effective .,1
so good i did n't stop to take a picture of it !,1
"we also split a burger , which was decent , but very very heavy .",0
we popped outside with our drinks and ran into members of the house band .,1
to this day it continues to peel off and it is disgusting .,0
our first visit to lidia 's was a wonderful dining experience .,1
not keeping with the the _num_ star yelp review that brought us here .,0
what an amazing place !,1
"to which my response would have been , `` oh i 'm so sorry .",0
i am completely disappointed .,0
the closet doors would keep falling off onto my little children .,0
"the new owner was extremely accommodating , personable , and honest .",1
"well , you just found the best .",1
it literally tasted and looked like everything came out of a old can .,0
"great place to have a coffee and chill , write , or for dinner .",1
"my point is , they have _num_ drink craftsmanship .",0
"the vibe is mellow , and so is the wait staff .",1
spent _num_ hours in the place ... was n't even crowded .,0
i recommend broccoli cheddar soup !,1
the visiting artist list is the most impressive one you 'll see any where .,1
"salad will come first , then a couple of dogs , then fries .",0
_num_ on a friday night with two of my buddies .,0
the only thing this place has going for itself is the decor .,0
veggie omelet with cheese is my favorite !,1
wo n't recommend and wo n't use them again .,0
this place is fantastic !,1
a nice polite young man .,1
our appetizer finally arrived - but no soup .,0
poor management and training of staff is very evident .,0
maybe i just had a bad day .,0
the disease spread to other pepper plants that i purchased from elsewhere .,0
the produce in their hoagies is as bad as their salads .,0
"oh , but it 's lovely .",1
platinum member service my butt .,0
the provolone at deli counter is really exceptional .,1
it is n't a bad experience .,0
moved to pittsburgh from philly a year ago .,1
"oh , but wait until i got my bill !",0
i love this place .,1
i really want to love this restaurant but i really do n't .,0
more filling and it is a little cheaper .,1
he also offered me a free lunch on the house which i turned down .,0
"definitely my favorite german restaurant , this place brings back memories ... .",1
"go here for the atmosphere , the staff is the best .",1
i drove down there with receipts .,0
cajun queen was great .,1
"what can i say , but pancakes , pancakes , and more pancakes !",1
no more smoking allowed .,0
i 'm going to be a regular for sure !,1
it was fantastic - the best veggie sandwich i have had here in pittsburgh .,1
this hotel is great !,1
i ordered my soup and _num_ minutes there it was .,1
the service we got was the worst we both have ever experienced .,0
would easily recommend to anyone looking for a great steak house downtown .,1
"very good restaurant , fast service , tasty food .",1
so all is well .,1
definitely will be back when i need something to be done .,1
i have recommended many friends to dr. moore and will continue to do so !,1
it hardly looked like i just got my car cleaned .,0
i sat for almost ten minutes at the window while my food was prepared .,0
variety is the spice of life !,1
"but beyond that , total meh .",0
if i could give negative stars i would .,0
the food has a good taste .,1
service was fast and friendly .,1
in conclusion ... yea ... we 're not coming back .,0
from the moment i walked in i felt welcome and everyone was friendly .,1
"the best cannoli , hands down !",1
i ordered it medium - it was more medium-rare .,1
the service is just excellent as well .,1
no way am i going back to them !,0
great old-school donut shop with delicious donuts .,1
if i could give this particular applebee 's _num_ stars i would .,0
grocery stores are always open .,0
the staff is very knowledgable and super friendly .,1
"drop off was better than pick up , but that 's not saying much .",0
tasted nothing like a carolina burger should .,0
friendly staff and a great salmon dinner ca n't be beat !,1
we went there with our two kids and had an excellent experience .,1
"and , the y have the best crushed ice on the planet .",1
fantastic service from our waitresses .,1
water was slow to be refilled .,0
this has been over a month of getting breakfast .,0
love the irish bartender too .,1
unfortunately that is where the good news stops !,0
"not only is the quality bad , but the service is horrendous .",0
worst hotel i have yet to stay in as a consultant .,0
mash potatoes were dry and tasted gritty like it came from a box .,0
i 'd recommend checking this place out if you find yourself in charlotte !,1
went for the sunday brunch and loved it .,1
the drive-thru workers are rude and they give you crap food .,0
the staff members are very nice .,1
maybe it 's just the other buildings that are awful ... who knows .,0
we were told it would be about _num_ mins .,0
"i love your wonderful cheese , penn mac !",1
"family bathrooms , roomy waiting areas and moving walkways .",1
", and food was sooo great !",1
it is too bad i ca n't give this zero stars .,0
and only then if there is nothing else going on .,0
this place is a hole .,0
they also serve you a basket of some fresh bread with butter .,1
"they really do great work , but boy are they expensive .",1
stayed here for a management trip with my work .,1
"again , this place comes comes with my highest recommendation .",1
service is always slow and they constantly forget basic things like straws .,0
i was ok with this and it sounded fair enough .,0
"so , why such a low score ?",0
the pizza is the best around .,1
the dinosaur exhibit was so interesting and educational .,1
the hush puppies were spot on .,0
its an excellent place to grab a bit to eat with friends or family .,1
she is simply the best .,1
"my issue was the price , $ _num_ .",0
thanks to you yelp i found casbah .,1
absolutely the worst sushi my husband and i have ever had .,0
everyone is still raving about it !,1
do n't waste your time here .,0
best of both worlds !,1
the seaweed salad was fine and the hot sake was average .,0
it was cold and old food .,0
this used to be one of my favorite thrift stores .,0
the bed was dirty too .,0
$ _num_ for a cup of yogurt with _num_ blueberries and some granola ?,0
the perfect little treat while shopping along walnut st .,1
i really love this joint .,1
this time was n't so great .,0
this fast food place almost always gets my order wrong .,0
mama ricotta 's is a great neighborhood italian restaurant .,1
great beer selection and fun bartenders .,1
i 'd never had the food before .,0
presentation was so so and the taste of the food was mediocre .,0
we walked in and asked for a table for two .,0
this is not the first time either .,0
i absolutely love ted 's .,1
nice option when in the waterfront area .,1
_num_ ) the server was as good as you could ever ask for .,0
"_num_ there service is awful , _num_ there prices are awful .",0
they did n't wash my hair and the haircut took about _num_ minutes .,0
this place sucks so hard .,0
"it 's simple , fun , good , and worth it !",1
this is our second time here and will definitly come again .,1
"needless to say , i will not return .",0
"i even asked for low salt , low sugar , and low msg .",0
too bad _num_ stars is not an option here .,0
"however , their employees and even the manager could n't be efficient about this .",0
i highly recommend it .,1
"they will also sell whole bottles of syrup , which i really appreciate !",1
shopping these two stores is as pleasant as it gets .,1
"authentic , home-made german food that is extra delicious .",1
"food is average , store area is great asset .",1
went here thanks to numerous recommendations from other yelpers .,1
the pancake was very good .,1
good size portion at reasonable price .,1
"the layout is good , drinks are cool and music is just great .",1
"somewhat crowded , but still so worth it .",1
ordered a pastrami reuben and it was the best i 've ever had .,1
it was a ton of food and for a really great price !,1
go here right now !,1
no one ever knows what they are talking about and problems are never resolved .,0
"and here at pierogies plus , they are definitely worth the wait .",1
its a beautiful scenery inside .,1
lots of food and lots of fun that way .,1
we sat outside on the balcony - beautiful and comfortable .,1
"hell , even santa shows up there now .",0
"also , definitely the place to shop for mediterranean cooking ingredients .",1
the food was so dry .,0
i always got compliments on my hair after getting it cut .,1
"both were absolutely amazing , not too heavy and super fresh .",1
from the appetizer to the meal itself everything was great .,1
"other than that , i love this place .",1
the key lime pie martini and the steak burrito are a great pairing !,1
she took the extra time to help me correct my mistakes .,1
"excellent service , as well .",1
this place allows you to view hundreds of beers from around the world .,1
"oh , and we did ask to order many times , but just ignored .",0
i loved the sub rolls and the fries were delicious .,1
thank you and i look forward to our return visits !,1
the service is decent .,1
everything we had was delicious !,1
one of my favorites places back home in pa !,1
great little place to grab lunch .,1
do yourself a favor and avoid the original fish market .,0
the servers are so nice and accommodating .,1
the macaroni & cheese tasted like off brand cheese mixed with heavy butter .,0
this is an amazing gym with all the amenities .,1
"no , i do n't think so .",0
"the truffles had two salted , one of which was milk chocolate .",0
food came slow and was cold .,0
the worse i have had in a long time .,0
we love it and the veal sage ravioli is amazing .,1
favorite sushi restaurant in pittsburgh .,1
great food and prices .,1
"no , the `` wedge '' was lettuce , carrots and bacon .",0
my aunt showed us this place and so happy we found it !,1
very friendly service and a nice selection at this restaurant supply store .,1
"it was n't creamy , in fact , it was soupy and bland .",0
"it was fast , friendly service .",1
sometimes i guess expected good customer service is asking for too much .,0
the area is great .,1
the staff is beyond friendly .,1
what a mistake it was .,0
the food quality is good or not great .,1
it was horrible from the get go .,0
i especially loved the caramel apple in the fall !,1
it is always a learning experience for kids and adults alike .,1
great local place for bagels and breakfast sandwiches .,1
bobby and i always find ourselves here to escape the hectic downtown scene .,1
no offer of a refund .,0
the price was fair and the delivery driver was nice .,0
"excellent service , excellent coffee !",1
it came back looking good as new .,1
best german food in the burgh .,1
"the spring rolls were okay , i suppose , though really not that great .",0
"loved everything from the ownership , to the crowd , to the live music .",1
will barely lightly touch your back .,1
and the second visit totally ruined my hair .,0
highly recommend checking out .,1
for a professional chef 's restaurant the `` pasta '' was mediocre .,0
the produce quality was not very good .,0
they are fast and the food is fresh .,1
they matched and fixed everything and polished it to an amazing shine .,1
"my husband and i are pretty patient people , but this was ridiculous .",0
"good food , large portions , fair prices .",1
it 's really good .,1
i could not believe it .,0
i order sirloin and grilled prawns .,0
just be sure to make your appointment with someone with experience .,0
"highly , highly recommended !",1
nothing to brag about .,0
one of my favorite restaurants ever .,1
the fact they deliver is also a huge perk .,1
i do love the following .,1
i love having a quick lunch here or shopping for unique culinary delights !,1
there is nothing worse than someone else 's hair in your food .,0
"very good man drinks , very good lady drinks .",1
the bed was comfortable enough and the room was mostly clean .,0
i do n't see how they could possibly have any repeat business .,0
i did not use the comforter and one of the layers .,0
too much to expect at a fast food joint .,0
great place ... excellent fried catfish .,1
"the food is amazing , and their customer service is seriously beyond compare .",1
it 's just an all around good place .,1
our waitress was the best !,1
overall i was underwhelmed and disappointed .,0
thanks for a great pizza friday !,1
this is the worst company as far as billing & customer service are concerned .,0
why did n't i get paid then ?,0
there are a few of them and there 's really nowhere else to go .,0
the food is always good .,1
this hotel was a mistake from beginning to end .,0
i ordered a drink _num_ times and never got it .,0
"almost three days later , i had n't heard back from them .",0
have never experience such a rude interaction with a car shop .,0
wait time in the drive thru runs between _num_ to _num_ minutes !,0
"when i got through , i had to go through security again .",0
we had a very bad customer service experience .,0
great car selection and quality service from sales .,1
i will be sure to tell everyone what a wonderful staff you have !,1
the eggs were cooked perfectly .,1
just a bad experience all around .,0
well worth the trip !,1
he has expertly handled my jeans and more delicate clothing like fine suits .,1
i also found it interesting that they had some chinese food options .,1
or the fact that you 'll save sooooo much money by being a member .,0
this man was absolutely stellar !,1
never ordering from this place again .,0
the wedding soup was less than fair .,0
my favorite restaurant on the planet .,1
"i order the walleye , hash browns , toast and eggs breakfast .",0
do not waste your money !,0
"the ambience , service and food were all very good .",1
the only other bartender was slowly walking around the other end of the bar .,0
manager : ( blank stare and walks away ) .,0
sad to say i wo n't take friends here again .,0
i wo n't return to this location .,0
the entire hotel is great .,1
it is a unique recipe .,1
this bk needs better management and training for the employees .,0
"i called restaurant.com for a refund , and told them what he said .",0
there was a subtle smoky flavor to the fish .,1
i absolutely loved this place .,1
soba also has great happy hour specials .,1
a great way to end the meet .,1
service was horrible from the start .,0
"the food was excellent , the simplicity of it works well .",1
cash only is not an acceptable policy in _num_ .,0
the first night we had loud and rude neighbors .,0
